SeqNumber,Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Avg_Lag_1_Temperature(°C),Avg_Lag_2_Temperature(°C),Avg_Lag_1_Humidity(%),Avg_Lag_2_Humidity(%),Avg_Lag_1_Sunlight(Lux),Avg_Lag_2_Sunlight(Lux),Avg_Lag_1_Power(mW),Avg_Lag_2_Power(mW),Max_Lag_1_Temperature(°C),Max_Lag_2_Temperature(°C),Max_Lag_1_Humidity(%),Max_Lag_2_Humidity(%),Max_Lag_1_Sunlight(Lux),Max_Lag_2_Sunlight(Lux),Max_Lag_1_Power(mW),Max_Lag_2_Power(mW),Min_Lag_1_Temperature(°C),Min_Lag_2_Temperature(°C),Min_Lag_1_Humidity(%),Min_Lag_2_Humidity(%),Min_Lag_1_Sunlight(Lux),Min_Lag_2_Sunlight(Lux),Min_Lag_1_Power(mW),Min_Lag_2_Power(mW),MA6_Temperature(°C),MA6_Max_Temperature(°C),MA6_Min_Temperature(°C),MA6_Humidity(%),MA6_Max_Humidity(%),MA6_Min_Humidity(%),MA6_Sunlight(Lux),MA6_Max_Sunlight(Lux),MA6_Min_Sunlight(Lux),MA6_Power(mW),MA6_Max_Power(mW),MA6_Min_Power(mW),Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Day_15,Day_16,Day_17,Day_18,Day_19,Day_20,Day_21,Day_22,Day_23,Day_24,Day_25,Day_26,Day_27,Day_28,Day_29,Day_30,Day_31,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Minute_0,Minute_10,Minute_20,Minute_30,Minute_40,Minute_50,Avg_Power(mW)
20240521105006,48.07,22.48,80731.44,48.67,23.54,109391.95,1910.92,47.29,21.46,66974.92,975.66,47.93,47.81,22.68,22.97,77542.88,75625.26,1228.0,1173.75,48.42,48.4,23.98,24.34,86711.8,86711.8,1463.44,1418.17,47.25,47.25,21.46,21.59,66974.92,66123.2,975.66,920.89,40.79,41.96,39.62,37.72,40.76,34.89,61753.26,76181.82,51427.15,840.22,1129.02,632.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
20240521110006,48.97,21.16,75102.19,49.46,22.17,114083.59,1939.44,48.47,20.3,64500.62,950.53,48.99,48.98,21.14,21.18,79482.79,81348.66,1274.45,1320.64,49.46,49.46,22.05,22.05,114083.59,114083.59,1939.44,1939.44,48.47,48.42,20.3,20.3,64500.62,64500.62,950.53,950.53,43.25,44.37,42.1,32.32,34.91,29.7,68545.85,88364.92,57373.92,986.46,1386.4,752.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,
20240521111006,47.76,22.15,61460.85,48.63,22.83,69000.0,1137.3,46.78,20.82,56416.48,763.7,47.93,48.06,22.09,21.9,61756.8,61808.37,915.98,910.42,48.63,48.63,22.83,22.77,69000.0,69000.0,1137.3,1137.3,47.17,47.33,20.82,20.82,56416.48,56416.48,763.7,763.7,45.25,46.42,44.04,27.9,30.08,25.56,71778.96,92399.8,60126.13,1069.59,1505.59,812.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,
20240521112006,47.2,23.16,68807.01,47.82,23.79,96373.59,1923.43,46.71,21.81,61296.79,862.78,47.14,47.12,23.15,23.17,65432.3,64292.72,1004.6,968.54,47.82,47.82,23.79,23.79,77520.78,67481.64,1417.75,1065.46,46.71,46.71,21.81,21.81,61296.79,61296.79,862.78,862.78,46.77,47.66,45.75,24.62,26.26,22.8,72797.66,95399.38,63075.1,1116.3,1634.88,882.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
20240521113006,48.27,22.1,63518.63,49.13,23.1,97169.61,1893.42,47.04,20.81,39004.77,424.02,48.3,48.28,22.09,22.07,69255.52,72937.67,1194.99,1291.03,49.13,49.13,22.98,22.98,97169.61,97169.61,1923.43,1923.43,47.33,47.33,20.81,20.81,40699.22,43470.0,457.38,509.96,47.74,48.5,46.79,22.86,24.03,21.44,71469.36,98483.72,59052.8,1123.47,1757.56,816.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,
20240521114006,45.23,25.55,37895.66,46.67,26.86,42492.5,459.53,43.84,24.28,35998.33,344.21,45.55,45.88,25.2,24.8,37546.89,37502.81,379.22,381.29,47.04,47.56,26.86,26.54,41140.0,40699.22,436.73,457.38,44.29,44.45,23.1,22.78,35998.33,35998.33,344.21,344.21,47.58,48.4,46.69,22.77,23.72,21.58,64585.96,88085.21,54031.98,987.16,1544.01,720.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,
20240521115006,43.66,27.61,39819.89,43.88,28.1,43876.09,484.3,43.32,26.74,35491.66,330.9,43.71,43.79,27.49,27.43,40519.97,41003.64,415.86,425.73,43.88,44.29,28.1,28.1,43876.09,43876.09,484.3,484.3,43.47,43.53,26.6,26.6,36303.33,37297.5,338.1,350.09,46.85,47.6,46.03,23.62,24.48,22.46,57767.37,77165.9,48784.78,837.85,1306.24,612.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
20240521120006,42.36,30.03,29708.42,42.9,32.18,35069.16,327.6,41.66,28.54,25695.0,219.14,42.52,42.68,29.59,29.17,30688.08,31641.66,276.68,287.48,43.32,43.47,31.63,31.12,35491.66,36303.33,330.9,338.1,41.86,42.05,27.77,27.47,26767.5,28020.0,230.0,246.45,45.75,46.5,44.89,25.1,26.14,23.83,50201.74,63996.82,42317.17,685.44,1037.6,490.79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,
20240521121006,40.12,34.99,26587.08,41.5,36.07,35450.83,551.98,39.38,32.41,24070.0,213.52,40.35,40.54,34.62,34.23,26749.58,26931.83,273.63,273.53,41.66,41.86,36.07,36.07,35450.83,35450.83,551.98,551.98,39.63,39.63,32.18,31.63,24481.67,24481.67,214.06,214.06,44.47,45.32,43.66,27.24,28.35,25.76,44389.45,58405.3,36926.09,578.58,940.04,399.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,
20240521122006,38.99,37.36,24964.42,39.5,37.96,30766.67,274.74,38.72,36.12,21866.67,154.05,39.04,39.16,37.17,36.93,24294.75,23796.83,191.0,187.64,39.5,39.97,37.96,37.94,29924.17,28232.5,264.55,239.79,38.72,38.72,35.85,35.54,21866.67,21866.67,154.05,154.05,43.1,43.93,42.33,29.61,30.71,28.15,37082.35,47470.81,30354.4,427.75,665.26,280.97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,
20240521123006,40.17,34.93,41331.7,41.35,36.96,50278.36,646.64,39.1,32.72,32040.83,292.43,39.93,39.7,35.43,35.94,39380.53,37425.62,408.04,372.45,41.09,40.57,37.73,37.96,49473.36,47901.09,620.47,572.76,38.94,38.77,32.86,33.24,30766.67,29924.17,274.74,264.55,41.76,42.63,41.0,31.75,33.02,30.14,33384.53,39655.6,29193.75,327.78,457.47,259.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
20240521124006,42.29,30.86,43346.55,42.63,32.24,48116.72,582.67,41.65,29.87,41630.0,450.34,42.18,42.02,31.1,31.4,44098.73,44823.94,502.54,516.29,42.63,42.6,32.72,32.86,50278.36,50278.36,646.64,646.64,41.35,41.09,29.87,30.34,41630.0,41630.0,450.34,450.34,41.26,41.96,40.64,32.63,33.92,31.07,34293.01,40592.97,30132.36,345.47,477.99,276.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,
20240521125006,41.77,31.51,38150.78,42.43,32.89,42030.7,492.49,40.91,30.27,35655.83,288.7,41.92,42.08,31.26,30.97,38860.86,39505.15,397.79,417.23,42.46,42.63,32.72,32.26,42756.64,42756.64,510.38,510.38,41.08,41.37,30.27,29.87,35778.33,36172.5,288.7,300.1,40.95,41.72,40.24,33.28,34.72,31.65,34014.83,40285.41,30159.72,340.97,479.35,269.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
20240521130006,40.47,34.01,40924.02,40.74,34.42,46566.02,562.14,40.14,33.3,36160.83,315.48,40.52,40.61,33.85,33.71,39833.0,38898.16,400.37,375.84,40.91,41.08,34.33,34.33,45126.72,43204.06,533.97,483.07,40.14,40.4,32.89,32.72,35655.83,35655.83,292.43,288.7,40.64,41.36,39.98,33.94,35.09,32.45,35884.09,42201.55,31904.03,367.95,518.44,285.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,
20240521131006,41.24,32.93,45741.97,41.6,34.59,48143.67,598.83,40.59,32.12,40557.27,358.69,41.12,40.98,33.15,33.34,46342.84,46655.5,527.35,541.49,41.57,41.57,34.59,34.59,48143.67,48143.67,598.83,598.83,40.39,40.14,32.12,32.12,42000.16,43536.48,392.51,431.16,40.82,41.38,40.18,33.6,34.84,32.4,39076.57,44317.02,34651.9,406.94,526.25,309.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,
20240521132006,41.53,31.92,34360.52,41.74,32.41,39161.09,331.78,40.98,31.45,27670.83,152.26,41.59,41.61,31.9,31.94,35649.17,36892.35,271.43,293.22,41.74,41.74,32.25,32.25,40557.27,42000.16,358.69,392.51,41.35,41.46,31.45,31.45,29568.33,31251.67,174.66,197.55,41.24,41.75,40.56,32.69,33.92,31.62,40642.59,45716.09,35619.27,415.88,535.76,309.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,
20240521133006,39.93,34.46,19226.08,40.87,36.45,25740.83,131.52,38.88,32.83,16150.83,58.75,40.14,40.36,34.06,33.63,20378.08,21688.42,90.19,101.54,40.98,41.35,36.09,35.86,27670.83,29568.33,152.26,174.66,39.14,39.3,32.41,31.81,16465.0,16843.33,61.12,64.05,41.21,41.67,40.52,32.62,33.83,31.64,36958.32,41626.5,32970.93,355.15,449.91,270.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
20240521134006,37.03,43.49,12761.25,38.58,50.12,15755.0,55.66,35.12,36.75,10291.67,26.71,37.41,37.76,42.12,40.74,13347.16,13951.33,42.65,45.94,38.88,39.14,49.88,47.38,16150.83,16465.0,58.75,61.12,35.64,36.15,36.45,36.09,10423.33,10708.33,28.16,30.53,40.33,40.99,39.44,34.72,36.81,32.79,31860.77,36232.88,27747.88,280.24,362.07,200.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,
20240521135006,33.21,55.95,9302.25,34.54,61.03,10735.83,29.17,32.53,51.16,8597.5,19.71,33.47,33.78,54.86,54.08,9257.84,9322.25,22.1,22.43,35.12,35.64,58.78,58.78,10291.67,10423.33,26.71,28.16,32.54,32.54,50.12,49.88,8597.5,8597.5,19.71,19.71,38.9,39.68,38.04,38.79,41.5,36.27,27052.68,31017.07,23238.16,221.29,284.85,155.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
20240521140006,32.85,57.15,13787.83,33.13,58.33,15442.5,60.15,32.54,55.26,11781.67,33.37,32.82,32.76,57.54,57.64,13317.17,12817.42,43.2,40.25,33.13,33.06,61.03,61.03,14776.67,14352.5,54.37,51.0,32.53,32.53,55.26,55.26,10735.83,9779.17,29.17,24.87,37.63,38.41,36.77,42.65,45.49,39.93,22529.98,25829.82,19174.96,157.79,201.19,108.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,
20240521141006,33.63,54.46,18571.67,33.97,56.6,20726.67,113.12,33.02,52.45,16385.0,66.12,33.52,33.45,54.92,55.35,18043.25,17502.5,82.78,77.23,33.84,33.81,57.14,57.14,20184.17,19175.83,109.88,102.01,32.86,32.86,52.45,53.2,15442.5,14776.67,60.15,54.37,36.36,37.14,35.51,46.24,49.16,43.32,18001.6,21260.32,15146.25,87.97,120.23,59.49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,
20240521142006,33.28,60.24,21216.42,34.05,66.02,22761.67,138.6,32.13,53.07,20132.5,99.14,33.47,33.61,58.88,57.54,21054.83,20797.08,116.52,114.93,34.05,34.05,65.88,64.09,22761.67,22129.17,138.6,138.6,32.44,32.66,52.46,52.45,20132.5,20132.5,99.14,99.14,34.99,35.86,34.04,50.96,54.76,46.92,15810.92,18527.08,13889.86,65.61,88.04,50.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,
20240521143006,31.55,69.14,22706.08,32.03,71.74,23560.83,161.74,31.29,65.18,22069.17,106.29,31.63,31.75,68.77,68.19,22621.17,22547.5,133.36,129.99,32.13,32.44,71.74,71.74,23560.83,23560.83,161.74,161.74,31.29,31.35,65.18,65.18,22069.17,22069.17,106.29,106.29,33.59,34.38,32.77,56.74,60.64,52.31,16390.92,18163.75,14876.25,75.03,93.07,58.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,
20240521144006,31.34,70.64,24830.17,31.53,72.03,26468.33,187.8,31.08,68.04,22995.0,141.64,31.32,31.3,70.55,70.91,24593.17,24368.0,164.37,161.84,31.49,31.48,72.03,72.03,26468.33,26468.33,187.8,187.8,31.08,31.08,68.04,69.48,22995.0,22995.0,141.64,141.64,32.64,33.21,32.1,61.26,64.29,57.53,18402.4,19949.31,16993.47,96.36,115.1,77.71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,
20240521145006,31.82,69.44,24876.42,32.08,70.73,26325.83,193.18,31.51,67.19,23118.33,136.16,31.76,31.71,69.48,69.28,25120.75,25365.42,165.73,170.45,32.06,31.95,70.73,70.73,26325.83,26325.83,193.18,193.18,31.51,31.49,67.19,67.19,23303.33,23685.0,137.72,139.26,32.41,32.8,31.93,63.51,65.91,60.2,20998.1,22547.64,19413.61,119.45,142.43,97.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
20240521150006,32.1,66.77,20177.92,32.33,70.03,22975.83,133.7,31.71,65.02,18346.67,78.85,32.12,32.11,67.28,67.74,20596.42,21070.0,104.16,109.88,32.33,32.33,70.15,70.15,23118.33,23303.33,136.16,137.72,31.71,31.71,65.03,65.03,18346.67,18346.67,78.85,78.85,32.29,32.66,31.79,65.11,67.86,61.82,22063.11,23803.19,20507.78,128.22,154.69,104.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
20240521151006,32.71,64.12,21100.5,33.0,65.59,23155.0,119.14,32.38,61.77,19321.67,86.48,32.6,32.52,64.45,64.55,20678.33,20248.08,99.52,95.79,32.9,32.9,65.59,65.59,22870.0,22367.5,117.77,114.12,31.87,31.87,62.51,62.51,18933.33,18567.5,83.94,80.47,32.13,32.5,31.68,66.73,69.36,63.38,22484.58,24207.91,20997.22,130.71,155.69,108.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,
20240521152006,33.58,61.23,24086.08,34.03,64.12,25472.5,167.71,33.03,58.65,23363.33,122.93,33.47,33.36,61.52,62.11,23854.33,23643.33,136.16,131.96,33.98,33.81,64.12,64.52,24980.0,24479.17,159.77,151.34,33.0,32.83,58.65,59.64,23155.0,22870.0,119.14,117.77,32.18,32.5,31.83,66.89,69.04,64.31,22962.86,24659.72,21535.7,134.77,160.55,112.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,
20240521153006,34.78,56.52,23425.0,35.28,57.93,25695.0,174.07,34.14,53.21,20157.5,105.14,34.65,34.53,57.08,57.42,23956.5,24392.5,149.61,154.82,35.23,35.15,58.83,58.83,25695.0,25695.0,174.07,174.07,34.03,33.98,55.3,55.95,20620.0,21407.5,107.67,114.6,32.72,33.04,32.31,64.79,66.74,62.31,23082.68,25015.41,21217.08,135.77,162.6,111.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
20240521154006,34.96,53.51,19073.08,35.28,54.18,20214.17,105.6,34.69,52.61,17450.0,76.59,35.02,35.07,53.47,53.59,19343.83,19641.83,94.67,97.74,35.28,35.28,54.18,55.3,20214.17,20620.0,105.6,107.67,34.72,34.76,52.61,52.61,17640.0,17987.5,77.01,80.3,33.32,33.67,32.91,61.93,63.76,59.74,22123.17,23973.06,20292.92,123.17,148.9,101.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,
20240521155006,34.1,54.75,17436.5,34.52,55.66,18050.0,82.72,33.71,53.8,16330.0,62.1,34.2,34.29,54.55,54.39,17548.5,17640.33,76.91,78.04,34.69,34.72,55.66,55.22,18050.0,18050.0,82.72,82.72,33.76,33.77,53.58,53.58,16721.67,17071.67,65.66,69.67,33.71,34.07,33.28,59.48,61.25,57.51,20883.18,22593.75,19161.53,108.93,130.49,88.68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
20240521160006,33.26,56.61,13394.92,33.54,57.21,15881.67,56.22,33.02,56.0,11575.0,30.16,33.33,33.4,56.45,56.32,13870.42,14377.25,42.96,46.5,33.71,33.76,57.12,57.12,16330.0,16721.67,62.1,65.66,33.06,33.12,55.63,55.63,11653.33,11925.83,30.26,30.78,33.9,34.28,33.49,57.79,59.12,56.01,19752.68,21411.39,18032.92,99.07,117.58,80.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,
20240521161006,32.74,57.9,10727.58,32.97,59.08,11694.17,32.4,32.35,57.25,8430.83,17.81,32.81,32.87,57.71,57.56,11042.0,11290.08,28.76,29.72,33.02,33.06,58.47,58.29,11694.17,11694.17,32.4,32.4,32.5,32.64,57.21,56.96,9172.5,9885.0,20.61,23.61,33.9,34.27,33.49,56.75,58.03,55.25,18023.86,19501.25,16217.78,86.49,103.12,69.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,
20240521162006,31.9,60.8,6711.67,32.26,62.36,7731.67,15.66,31.47,59.23,6360.0,11.05,31.99,32.08,60.47,60.11,6918.75,7191.58,12.78,13.7,32.35,32.5,62.1,61.63,8430.83,9172.5,17.81,20.61,31.52,31.67,59.08,58.47,6444.17,6474.17,11.26,11.26,33.62,33.98,33.23,56.68,57.74,55.35,15128.12,16544.45,13383.89,65.0,77.78,50.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
20240521163006,30.73,67.67,5761.83,31.3,72.96,6252.5,10.48,29.85,62.62,5465.83,7.36,30.89,31.03,66.67,65.58,5849.5,5945.75,8.75,9.14,31.47,31.52,72.96,71.67,6360.0,6444.17,11.05,11.39,30.08,30.34,62.36,62.1,5465.83,5465.83,7.36,7.36,32.95,33.31,32.52,58.54,60.24,56.92,12184.26,13304.03,10935.28,42.51,50.51,34.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
20240521164006,29.06,77.97,4723.33,29.68,80.97,5400.0,7.42,28.62,74.14,3800.83,4.91,29.18,29.32,77.11,76.48,4891.58,5043.25,6.59,6.82,29.85,30.08,79.3,79.02,5483.33,5483.33,7.47,7.47,28.71,28.8,72.4,72.4,3965.0,4191.67,5.09,5.26,31.97,32.38,31.5,62.62,64.71,60.51,9792.64,10835.0,8660.41,28.26,34.15,22.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,
20240521165006,28.29,83.03,3379.25,28.52,84.87,3662.5,4.56,28.09,81.75,3177.5,2.92,28.34,28.4,82.64,82.17,3396.83,3446.33,3.59,3.79,28.62,28.71,83.98,83.82,3800.83,3965.0,4.91,5.09,28.12,28.15,80.97,79.3,3177.5,3177.5,2.92,2.92,31.0,31.38,30.57,67.33,69.58,65.17,7449.76,8437.09,6468.33,16.25,21.12,12.37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
20240521170006,27.6,88.19,3363.08,28.03,89.62,3700.0,3.33,27.25,85.93,3095.0,2.59,27.69,27.77,87.72,87.19,3416.08,3449.83,2.96,2.99,28.09,28.12,89.22,89.08,3700.0,3700.0,3.33,3.33,27.3,27.4,84.87,83.98,3132.5,3167.5,2.68,2.71,30.05,30.46,29.6,72.59,74.98,70.15,5777.79,6406.81,5055.0,10.11,12.31,7.77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,
20240522070006,26.58,94.2,9434.75,26.8,94.6,10007.5,22.0,26.31,93.87,9182.5,17.65,26.53,26.48,94.2,94.22,9401.67,9365.83,18.55,18.36,26.78,26.74,94.6,94.6,9713.33,9676.67,20.55,19.4,26.29,26.27,93.87,93.87,9182.5,9182.5,17.65,17.65,25.77,25.9,25.62,95.62,95.91,95.32,6759.11,7413.47,6323.61,11.98,13.96,10.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
20240522071006,27.39,93.59,14516.58,28.21,94.27,21487.5,91.98,26.85,92.65,10420.0,25.44,27.25,27.13,93.74,93.88,13368.58,12378.5,44.95,38.81,27.97,27.78,94.27,94.27,19614.17,17840.0,81.87,71.19,26.8,26.78,92.65,93.15,10007.5,9713.33,22.0,20.55,26.16,26.42,25.94,95.1,95.5,94.66,8421.62,10214.58,7316.94,19.67,28.29,13.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
20240522072006,30.49,86.73,31519.71,34.0,92.18,45592.5,185.57,28.45,76.88,22608.33,96.6,29.92,29.43,88.31,89.22,29234.67,26636.83,123.74,113.37,32.81,31.47,92.71,92.71,45592.5,38332.5,185.57,159.91,28.21,27.97,83.52,85.58,21487.5,19614.17,91.98,81.87,27.03,27.86,26.49,93.48,94.76,91.44,12902.27,16965.83,10343.33,40.69,58.0,29.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
